order_id,user_id,restaurant_id,order_date,total_amount,restaurant_name
902,1500,225,2023-03-03,145.52,Curry Kings Restaurant
903,1417,174,2023-12-10,488.91,Royal Biryani North Indian
904,3339,197,2023-06-01,517.06,Punjabi Zaika House
905,4325,242,2023-09-04,379.3,Annapurna Kitchen Family Restaurant
906,3487,281,2023-11-22,720.75,Ruchi Foods Chinese
907,2892,128,2023-02-01,242.25,Spice Mess Andhra
908,4831,159,2023-07-21,973.77,Royal Biryani North Indian
909,1458,242,2023-01-03,402.89,Amma Biryani North Indian
910,2341,194,2023-01-14,982.74,Darbar Restaurant North Indian
911,2560,201,2023-06-19,965.9,Amma Delights Family Restaurant
912,1077,183,2023-01-22,1107.5,Chef’s Delight Kitchen
913,4065,132,2023-03-01,1149.47,Masala Trail Multicuisine
914,4882,134,2023-01-13,734.45,Royal Tiffins Multicuisine
915,4701,203,2023-09-20,1714.46,Royal Eatery South Indian
916,3828,249,2023-10-14,1709.47,Taste of Biryani Non-Veg
917,1117,285,2023-10-16,835.82,Royal Tiffins Multicuisine
918,3772,220,2023-01-02,834.2,Amma Delights Family Restaurant
919,2622,246,2023-10-05,1070.18,Grand Cafe Punjabi
920,3459,227,2023-12-24,156.76,FoodHub Express
921,2905,264,2023-10-19,174.04,Flavour Street Kitchen
922,1221,287,2023-01-22,1418.3,Royal Tiffins Multicuisine
923,1140,157,2023-08-09,868.12,Ruchi Curry House Multicuisine
924,4420,269,2023-07-02,208.3,Royal Biryani North Indian
925,2996,255,2023-01-05,226.78,Amma Tiffins South Indian
926,3675,272,2023-12-02,776.15,Amma Kitchen Punjabi
927,1589,278,2023-12-04,1662.91,Masala Trail Multicuisine
928,2380,230,2023-09-15,1160.73,Darbar Restaurant North Indian
929,3316,194,2023-07-20,1147.0,Royal Eatery South Indian
930,4723,123,2023-02-12,1201.17,Darbar Delights South Indian
931,3171,276,2023-02-01,1222.14,Chef’s Delight Kitchen
932,1246,202,2023-12-25,230.37,Chef’s Delight Kitchen
933,1242,255,2023-02-03,1368.27,Annapurna Kitchen Family Restaurant
934,4330,144,2023-10-02,872.1,Curry Kings Restaurant
935,1671,237,2023-08-07,1075.06,Biryani Brothers
936,3560,221,2023-02-18,890.25,Taste of Biryani Non-Veg
937,4502,174,2023-08-05,1648.18,New Foods Chinese
938,4262,127,2023-08-22,834.78,New Cafe North Indian
939,2943,222,2023-12-14,399.52,Ruchi Biryani Punjabi
940,4670,287,2023-12-21,386.33,Chef’s Delight Kitchen
941,3805,292,2023-11-24,1680.57,Amma Delights Family Restaurant
942,2048,156,2023-12-05,1377.16,Curry Kings Restaurant
943,4596,188,2023-06-11,1720.64,Annapurna Tiffins South Indian
944,1441,255,2023-08-16,899.61,Annapurna Kitchen Family Restaurant
945,2022,147,2023-01-16,1758.41,Amma Restaurant South Indian
946,4871,288,2023-08-24,1417.78,FoodHub Express
947,3749,297,2023-12-25,181.5,Ruchi Foods South Indian
948,2617,245,2023-08-07,1786.64,Ruchi Curry House Multicuisine
949,3343,298,2023-01-19,1726.72,Masala Trail Multicuisine
950,2440,218,2023-08-11,794.03,Annapurna Kitchen Family Restaurant
951,3806,197,2023-04-05,109.79,The Feast Factory
952,4067,279,2023-04-27,1741.5,Ruchi Biryani Punjabi
953,1331,167,2023-07-17,1606.15,New Foods Chinese
954,3597,231,2023-01-18,1354.02,New Cafe North Indian
955,1110,189,2023-02-12,1680.24,Grand Cafe Punjabi
956,1944,250,2023-10-15,583.26,Swagath Cafe Multicuisine
957,1804,226,2023-06-11,409.72,Tandoori Junction
958,2642,131,2023-06-27,1590.95,Darbar Mess Pure Veg
959,2803,167,2023-07-13,147.24,Taste of Biryani Non-Veg
960,1102,117,2023-10-07,636.64,Annapurna Tiffins South Indian
961,2151,197,2023-03-11,1144.83,FoodHub Express
962,1244,206,2023-12-04,1324.77,Royal Masala Point
963,4873,197,2023-11-15,850.31,Spice Mess Andhra
964,1286,199,2023-06-08,461.72,Darbar Kitchen Non-Veg
965,3403,124,2023-06-21,1419.42,Ruchi Biryani Punjabi
966,3704,241,2023-12-05,192.84,Amma Kitchen Punjabi
967,1956,209,2023-07-16,571.36,Spice Mess Andhra
968,2010,209,2023-12-03,331.66,Flavour Street Kitchen
969,4204,225,2023-09-05,821.12,Punjabi Zaika House
970,1107,217,2023-10-06,590.45,The Feast Factory
971,3507,220,2023-10-19,592.02,Bombay Spice Villa
972,2406,285,2023-01-07,1584.58,Ruchi Biryani Punjabi
973,1503,264,2023-12-08,1672.43,Darbar Mess Pure Veg
974,2505,214,2023-09-26,594.13,Sri Tiffins Andhra
975,1584,273,2023-12-24,421.21,New Cafe North Indian
976,2065,205,2023-05-10,1526.09,New Cafe North Indian
977,3197,226,2023-12-15,1726.87,Darbar Kitchen Non-Veg
978,2150,121,2023-12-26,921.51,Flavour Street Kitchen
979,1928,227,2023-08-15,912.65,Darbar Kitchen Non-Veg
980,3737,101,2023-11-24,644.54,Darbar Mess Pure Veg
981,1948,168,2023-07-12,1661.8,FoodHub Express
982,3525,208,2023-09-05,670.03,Swagath Cafe Multicuisine
983,2610,108,2023-09-18,875.42,Amma Tiffins South Indian
984,4346,239,2023-01-08,500.04,Amma Biryani North Indian
985,2994,179,2023-12-17,1774.56,Spice Kitchen Punjabi
986,1050,283,2023-01-07,1714.33,Annapurna Tiffins South Indian
987,1737,284,2023-02-15,1743.09,Spice Mess Punjabi
988,2372,262,2023-07-11,823.32,Flavour Street Kitchen
989,4980,252,2023-09-11,1720.38,Spice Mess Punjabi
990,3321,254,2023-09-16,1295.77,Flavour Street Kitchen
991,3609,207,2023-07-12,840.87,Grand Cafe Punjabi
992,4491,295,2023-05-22,867.93,New Foods Chinese
993,4079,229,2023-11-12,576.5,Darbar Restaurant North Indian
994,2192,173,2023-04-20,275.55,Tandoori Junction
995,1831,221,2023-12-13,294.3,FoodHub Express
996,4582,136,2023-05-20,371.71,Curry Kings Restaurant
997,2133,204,2023-12-18,1636.21,Royal Tiffins Multicuisine
998,3767,119,2023-02-14,1780.45,Udupi Curry House South Indian
999,4843,247,2023-03-20,302.49,Darbar Kitchen Non-Veg
1000,2682,266,2023-08-20,1332.88,Spice Mess Andhra
1001,1622,115,2023-12-08,169.86,The Feast Factory
1002,4555,271,2023-08-25,1591.29,Amma Kitchen Punjabi
1003,4346,126,2023-02-06,1595.75,Annapurna Kitchen Family Restaurant
1004,2424,288,2023-08-11,1595.96,Tandoori Junction
1005,2039,258,2023-08-01,1321.21,Royal Tiffins Multicuisine
1006,3609,173,2023-07-09,1358.48,Grand Cafe Punjabi
1007,2867,124,2023-08-02,772.18,Royal Eatery South Indian
1008,4567,135,2023-11-04,772.83,Spice Mess Andhra
1009,4586,176,2023-01-17,1203.27,Masala Trail Multicuisine
1010,3429,264,2023-08-26,1589.67,Chef’s Delight Kitchen
1011,2075,210,2023-04-19,631.12,Darbar Delights South Indian
1012,2118,247,2023-12-25,217.75,Flavour Street Kitchen
1013,1902,186,2023-01-27,147.09,Annapurna Tiffins South Indian
1014,2694,134,2023-01-20,731.28,Punjabi Zaika House
1015,3624,190,2023-07-12,460.7,Darbar Delights South Indian
1016,1311,223,2023-02-19,1666.4,Ruchi Curry House Multicuisine
1017,2777,133,2023-09-25,135.77,Punjabi Zaika House
1018,4879,283,2023-08-04,522.32,Biryani Brothers
1019,2860,223,2023-07-15,592.77,New Cafe North Indian
1020,2998,273,2023-11-02,951.12,Punjabi Zaika House
1021,2293,127,2023-12-13,1701.72,Tandoori Junction
1022,4143,155,2023-07-09,1798.19,FoodHub Express
1023,3151,283,2023-04-16,669.58,New Cafe North Indian
1024,4228,210,2023-10-21,710.82,Darbar Kitchen Non-Veg
1025,2905,270,2023-01-25,1402.15,Amma Kitchen Punjabi
1026,2352,248,2023-06-11,1434.05,Ruchi Biryani Punjabi
1027,3729,297,2023-05-02,979.95,Punjabi Zaika House
1028,2762,188,2023-12-07,754.71,New Cafe North Indian
1029,2422,137,2023-11-14,219.17,Royal Masala Point
1030,4906,250,2023-01-23,1030.78,Spice Mess Andhra
1031,2477,288,2023-06-12,1112.44,Royal Tiffins Multicuisine
1032,1365,266,2023-06-02,1240.76,Sri Tiffins Andhra
1033,1930,287,2023-06-17,491.72,Amma Delights Family Restaurant
1034,1153,217,2023-08-08,1078.97,Urban Biryani House
1035,1054,272,2023-02-16,1127.4,Annapurna Tiffins South Indian
1036,3372,267,2023-02-19,593.5,Ruchi Foods South Indian
1037,1826,153,2023-11-17,335.44,Ruchi Curry House Multicuisine
1038,4710,266,2023-01-08,1687.72,New Cafe North Indian
1039,4052,152,2023-04-26,1129.38,Sri Tiffins Andhra
1040,4262,264,2023-09-02,687.03,Flavour Street Kitchen
1041,4180,123,2023-04-27,1221.96,Royal Masala Point
1042,2203,179,2023-11-02,620.99,Royal Eatery South Indian
1043,4946,289,2023-03-26,1446.5,Amma Delights Family Restaurant
1044,1601,101,2023-12-22,11383.12,Ruchi Foods Chinese
1045,4633,253,2023-06-15,566.64,Bombay Spice Villa
1046,4368,169,2023-12-13,995.43,Darbar Mess Pure Veg
1047,2751,297,2023-12-27,119.58,Amma Restaurant South Indian
1048,4213,256,2023-12-09,1580.64,Spice Mess Andhra
1049,1681,152,2023-12-14,1197.64,Ruchi Curry House Multicuisine
1050,2320,209,2023-05-16,1527.38,Masala Trail Multicuisine
1051,2611,142,2023-03-02,718.5,Amma Delights Family Restaurant
1052,2472,283,2023-11-27,1795.54,Masala Trail Multicuisine
1053,2409,162,2023-06-01,100.48,Amma Biryani North Indian
1054,2994,265,2023-07-06,1601.48,Amma Delights Family Restaurant
1055,4938,288,2023-04-02,794.4,Amma Biryani North Indian
1056,1249,293,2023-06-07,298.88,Spice Mess Punjabi
1057,1366,236,2023-12-12,354.22,Annapurna Tiffins South Indian
1058,4388,127,2023-08-21,362.34,Sri Tiffins Andhra
1059,3082,288,2023-02-23,535.49,Spice Mess Punjabi
1060,3493,296,2023-11-06,957.06,Udupi Curry House South Indian
1061,1603,215,2023-01-21,1178.75,Royal Masala Point
1062,4887,131,2023-09-08,366.63,Sri Tiffins Andhra
1063,2880,132,2023-02-23,479.42,Urban Biryani House
1064,3123,259,2023-12-23,921.17,Ruchi Foods Chinese
1065,1814,136,2023-03-07,921.37,Royal Eatery South Indian
1066,3330,230,2023-02-08,1758.78,Ruchi Foods Chinese
1067,3546,270,2023-08-21,575.57,Bombay Spice Villa
1068,1472,280,2023-12-27,1663.15,Spice Mess Andhra
1069,3571,166,2023-09-10,1337.84,Ruchi Foods Chinese
1070,1183,157,2023-08-23,1423.52,Swagath Cafe Multicuisine
1071,2875,247,2023-01-23,414.8,Spice Mess Andhra
1072,2376,114,2023-06-27,1158.76,Royal Masala Point
1073,3096,202,2023-12-22,961.14,FoodHub Express
1074,3595,104,2023-09-15,1579.78,Ruchi Foods South Indian
1075,3372,145,2023-07-02,1212.06,Annapurna Kitchen Family Restaurant
1076,1122,244,2023-12-07,1607.76,The Feast Factory
1077,4261,220,2023-01-01,1318.34,Royal Biryani North Indian
1078,1885,297,2023-07-21,922.47,Annapurna Kitchen Family Restaurant
1079,1523,248,2023-01-14,159.1,Amma Tiffins South Indian
1080,1192,148,2023-01-27,272.59,New Foods Chinese
1081,2935,215,2023-12-16,414.18,The Feast Factory
1082,1654,111,2023-08-18,904.73,Udupi Curry House South Indian
1083,2542,290,2023-05-17,1336.42,Royal Tiffins Multicuisine
1084,1519,256,2023-05-27,540.53,Royal Eatery South Indian
1085,2347,240,2023-08-12,603.51,Ruchi Biryani Punjabi
1086,2921,190,2023-05-25,217.43,Masala Trail Multicuisine
1087,3372,280,2023-12-21,1439.72,Amma Biryani North Indian
1088,1924,264,2023-01-22,1158.39,Curry Kings Restaurant
1089,4009,204,2023-01-20,381.35,Amma Restaurant South Indian
1090,4245,289,2023-01-26,107.26,Annapurna Kitchen Family Restaurant
1091,1840,251,2023-01-01,1657.63,Spice Mess Andhra
1092,3185,139,2023-01-03,275.75,Bombay Spice Villa
1093,2120,162,2023-08-01,1733.05,Taste of Biryani Non-Veg
1094,2702,279,2023-07-09,1676.21,New Cafe North Indian
1095,2558,285,2023-01-11,500.81,Annapurna Kitchen Family Restaurant
1096,4536,188,2023-03-13,1085.84,Amma Biryani North Indian
1097,1773,293,2023-12-25,821.85,Tandoori Junction
1098,1489,212,2023-05-05,686.92,Tandoori Junction
1099,2276,209,2023-01-12,1514.18,Amma Biryani North Indian
1100,4288,246,2023-08-04,1416.59,Masala Trail Multicuisine
1101,2894,244,2023-12-05,969.24,Spice Mess Andhra
1102,4650,144,2023-05-05,290.73,Spice Mess Punjabi
1103,4906,141,2023-12-19,478.33,Taste of Biryani Non-Veg
1104,4512,154,2023-12-19,1767.75,Amma Delights Family Restaurant
1105,1988,271,2023-08-02,1386.49,Amma Tiffins South Indian
1106,3614,104,2023-08-07,1300.6,Spice Kitchen Punjabi
1107,2247,220,2023-01-22,418.42,Ruchi Foods Chinese
1108,4915,237,2023-07-08,505.32,Ruchi Foods South Indian
1109,1214,249,2023-08-03,1618.02,Curry Kings Restaurant
1110,1543,121,2023-02-11,276.74,Taste of Biryani Non-Veg
1111,1406,203,2023-05-26,1435.51,Spice Kitchen Punjabi
1112,1959,213,2023-04-11,7060.14,Punjabi Zaika House
1113,3513,148,2023-03-16,1488.4,Udupi Curry House South Indian
1114,1015,202,2023-12-26,1307.39,Ruchi Foods Chinese
1115,4521,250,2023-08-06,808.19,Swagath Cafe Multicuisine
1116,4558,110,2023-10-10,1439.22,New Foods Chinese
1117,2632,280,2023-08-26,1065.19,Darbar Mess Pure Veg
1118,1588,291,2023-06-01,1450.87,Amma Kitchen Punjabi
1119,4405,100,2023-09-15,1253.87,Bombay Spice Villa
1120,4619,279,2023-03-14,1551.0,New Cafe North Indian
1121,4187,186,2023-11-09,1023.85,Amma Biryani North Indian
1122,4087,240,2023-01-17,834.91,Bombay Spice Villa
1123,4007,254,2023-08-13,1547.53,Amma Tiffins South Indian
1124,1984,142,2023-08-12,1071.55,Punjabi Zaika House
1125,1715,236,2023-12-12,599.72,FoodHub Express
1126,4036,232,2023-08-20,489.87,Ruchi Foods South Indian
1127,3866,254,2023-12-07,1035.45,Amma Restaurant South Indian
1128,2325,218,2023-07-27,1526.46,Darbar Kitchen Non-Veg
1129,2799,283,2023-12-20,262.56,Spice Kitchen Punjabi
1130,4120,168,2023-08-25,1565.12,Swagath Cafe Multicuisine
1131,3215,242,2023-12-17,805.16,Amma Kitchen Punjabi
1132,2788,161,2023-01-16,1578.74,Swagath Cafe Multicuisine
1133,2956,290,2023-01-12,408.87,Amma Kitchen Punjabi
1134,2606,128,2023-01-18,503.82,Annapurna Tiffins South Indian
1135,1830,250,2023-09-04,1554.14,Taste of Biryani Non-Veg
1136,2645,189,2023-04-11,459.96,Annapurna Tiffins South Indian
1137,2416,152,2023-04-07,1245.75,Amma Biryani North Indian
1138,1946,285,2023-03-23,587.71,Sri Tiffins Andhra
1139,1314,103,2023-08-22,1540.19,Spice Mess Punjabi
1140,3085,184,2023-10-17,641.61,Spice Kitchen Punjabi
1141,4582,142,2023-12-13,492.25,Spice Mess Andhra
1142,3601,232,2023-02-14,1109.9,Darbar Restaurant North Indian
1143,2640,228,2023-02-21,570.1,Annapurna Kitchen Family Restaurant
1144,3496,238,2023-08-27,845.01,FoodHub Express
1145,2858,224,2023-01-12,13993.74,Amma Tiffins South Indian
1146,2932,156,2023-02-23,861.7,Spice Mess Punjabi
1147,1729,132,2023-08-12,1700.16,Royal Eatery South Indian
1148,1608,194,2023-12-07,281.81,Annapurna Kitchen Family Restaurant
1149,4204,249,2023-04-11,210.12,Annapurna Tiffins South Indian
1150,4722,299,2023-02-06,867.69,Ruchi Biryani Punjabi
1151,4912,166,2023-03-16,784.69,Flavour Street Kitchen
1152,3545,260,2023-10-21,1632.0,Darbar Kitchen Non-Veg
1153,4963,237,2023-02-25,1098.57,Amma Tiffins South Indian
1154,3436,178,2023-08-01,1221.81,Ruchi Foods South Indian
1155,4783,230,2023-07-23,522.22,Amma Biryani North Indian
1156,3682,297,2023-08-07,497.14,Amma Delights Family Restaurant
1157,2500,240,2023-10-23,1388.82,FoodHub Express
1158,4512,114,2023-01-11,673.97,Royal Eatery South Indian
1159,4750,286,2023-07-03,920.57,Darbar Restaurant North Indian
1160,4891,156,2023-10-19,768.56,Amma Restaurant South Indian
1161,2833,150,2023-06-05,247.53,Amma Restaurant South Indian
1162,1573,151,2023-05-04,119.69,Royal Tiffins Multicuisine
1163,1433,135,2023-07-10,1129.27,Annapurna Tiffins South Indian
1164,4634,252,2023-12-02,468.38,Royal Eatery South Indian
1165,1099,251,2023-12-17,1562.7,Tandoori Junction
1166,2354,206,2023-04-13,1032.18,Swagath Cafe Multicuisine
1167,4393,163,2023-08-27,136.51,Tandoori Junction
1168,2099,231,2023-03-26,175.91,Masala Trail Multicuisine
1169,3069,289,2023-08-07,153.8,Bombay Spice Villa
1170,1805,207,2023-01-19,1482.9,Amma Tiffins South Indian
1171,1541,139,2023-02-23,1296.52,Royal Eatery South Indian
1172,4550,174,2023-05-26,1490.62,Flavour Street Kitchen
1173,2591,253,2023-04-16,1695.14,Udupi Curry House South Indian
1174,3062,159,2023-01-21,471.31,Grand Cafe Punjabi
1175,4031,233,2023-08-01,1562.55,Sri Tiffins Andhra
1176,4963,218,2023-09-14,1129.03,Udupi Curry House South Indian
1177,1601,280,2023-08-08,1081.74,Swagath Cafe Multicuisine
1178,2068,292,2023-10-06,1296.92,Amma Tiffins South Indian
1179,3495,190,2023-08-20,1556.61,Royal Eatery South Indian
1180,3513,126,2023-09-08,1333.5,Punjabi Zaika House
1181,4052,292,2023-02-08,394.99,Chef’s Delight Kitchen
1182,4792,299,2023-08-19,1467.26,Taste of Biryani Non-Veg
1183,3914,146,2023-06-11,1523.59,New Foods Chinese
1184,1998,250,2023-01-27,108.7,Biryani Brothers
1185,2050,262,2023-12-10,1553.53,Royal Tiffins Multicuisine
1186,3011,178,2023-01-26,1638.79,FoodHub Express
1187,4230,274,2023-12-13,1386.59,Amma Restaurant South Indian
1188,3801,127,2023-03-06,239.65,Darbar Delights South Indian
1189,4677,254,2023-05-20,634.9,Sri Tiffins Andhra
1190,2440,251,2023-04-22,977.33,Grand Cafe Punjabi
1191,3854,220,2023-11-09,877.03,Annapurna Kitchen Family Restaurant
1192,3946,205,2023-12-17,1080.79,Tandoori Junction
1193,3235,167,2023-08-16,1618.8,Bombay Spice Villa
1194,1750,194,2023-04-01,1235.67,Darbar Delights South Indian
1195,1128,210,2023-08-22,1739.03,Swagath Cafe Multicuisine
1196,1497,126,2023-07-18,149.45,Ruchi Curry House Multicuisine
1197,2138,240,2023-01-09,743.7,Sri Tiffins Andhra
1198,2182,282,2023-04-19,8057.85,Biryani Brothers
1199,3213,212,2023-10-09,1738.14,Annapurna Tiffins South Indian
1200,2563,121,2023-01-27,482.44,Biryani Brothers
1201,1149,242,2023-03-10,1314.94,Udupi Curry House South Indian
1202,1184,195,2023-01-07,1502.3,Spice Mess Punjabi
1203,3200,283,2023-09-01,383.65,Amma Restaurant South Indian
1204,1520,242,2023-08-27,482.53,Annapurna Tiffins South Indian
1205,2627,271,2023-01-06,696.62,Royal Biryani North Indian
1206,1639,126,2023-08-26,822.25,Amma Restaurant South Indian
1207,3336,148,2023-02-24,1212.82,Amma Delights Family Restaurant
1208,3269,114,2023-12-08,1151.71,Punjabi Zaika House
1209,4986,118,2023-08-16,1311.18,Ruchi Biryani Punjabi
1210,4932,178,2023-04-08,939.3,Ruchi Foods South Indian
1211,1888,219,2023-10-10,555.32,Flavour Street Kitchen
1212,1291,269,2023-04-09,704.1,Grand Cafe Punjabi
1213,1119,167,2023-05-20,1270.33,Darbar Mess Pure Veg
1214,2351,272,2023-01-09,8657.81,Amma Kitchen Punjabi
1215,4098,259,2023-07-13,676.29,Urban Biryani House
1216,4347,151,2023-02-13,407.13,Spice Kitchen Punjabi
1217,4673,248,2023-05-22,1364.32,Annapurna Tiffins South Indian
1218,1233,229,2023-12-09,1657.76,Amma Restaurant South Indian
1219,4420,181,2023-08-21,875.95,Grand Cafe Punjabi
1220,4757,230,2023-10-24,1409.48,Swagath Cafe Multicuisine
1221,3440,297,2023-10-24,1536.69,Udupi Curry House South Indian
1222,4354,102,2023-12-11,1355.45,Curry Kings Restaurant
1223,3394,173,2023-12-03,1123.88,Sri Tiffins Andhra
1224,1416,141,2023-07-17,9213.78,Ruchi Curry House Multicuisine
1225,2934,144,2023-07-23,455.6,Spice Mess Punjabi
1226,2234,146,2023-08-25,1177.7,Amma Biryani North Indian
1227,4401,188,2023-06-17,1394.01,Royal Masala Point
1228,3143,132,2023-01-20,972.91,Chef’s Delight Kitchen
1229,4378,243,2023-05-05,666.63,Amma Tiffins South Indian
1230,1232,126,2023-06-10,1071.66,Spice Mess Andhra
1231,4967,173,2023-08-16,1556.21,Amma Biryani North Indian
1232,2597,102,2023-06-20,1612.2,Udupi Curry House South Indian
1233,2978,184,2023-07-03,1051.13,Urban Biryani House
1234,2081,242,2023-05-02,821.37,Ruchi Foods Chinese
1235,1717,192,2023-01-15,1254.79,Urban Biryani House
1236,3707,284,2023-10-27,895.35,Bombay Spice Villa
1237,2540,158,2023-05-07,640.0,Biryani Brothers
1238,1253,249,2023-01-14,1440.09,Amma Restaurant South Indian
1239,3233,189,2023-09-01,932.79,Royal Tiffins Multicuisine
1240,1066,205,2023-08-23,1228.01,Urban Biryani House
1241,3534,111,2023-07-22,1731.74,Taste of Biryani Non-Veg
1242,1283,104,2023-01-12,773.21,Punjabi Zaika House
1243,4584,160,2023-07-13,597.7,Urban Biryani House
1244,1672,257,2023-12-07,772.43,Flavour Street Kitchen
1245,3062,165,2023-11-26,1185.16,Curry Kings Restaurant
1246,2435,246,2023-08-10,797.94,Biryani Brothers
1247,4076,182,2023-01-07,1129.5,Spice Kitchen Punjabi
1248,2421,137,2023-03-09,335.87,Annapurna Kitchen Family Restaurant
1249,4188,126,2023-12-01,1193.79,Darbar Mess Pure Veg
1250,3014,115,2023-12-23,1052.44,Taste of Biryani Non-Veg
1251,2649,285,2023-06-22,1629.1,Ruchi Foods Chinese
1252,3464,231,2023-12-14,1771.9,Darbar Restaurant North Indian
1253,3556,119,2023-03-20,1554.73,Urban Biryani House
1254,2584,271,2023-05-12,235.09,Ruchi Curry House Multicuisine
1255,3338,153,2023-10-06,193.16,Swagath Cafe Multicuisine
1256,4866,273,2023-11-27,747.41,Amma Tiffins South Indian
1257,2809,119,2023-11-12,1201.03,Darbar Kitchen Non-Veg
1258,4679,190,2023-09-22,373.78,Punjabi Zaika House
1259,2129,196,2023-02-27,661.53,Ruchi Foods South Indian
1260,1779,275,2023-01-19,178.55,Annapurna Kitchen Family Restaurant
1261,4601,289,2023-01-16,1748.4,FoodHub Express
1262,3224,164,2023-07-21,1743.33,Ruchi Curry House Multicuisine
1263,1160,211,2023-07-15,805.79,Spice Mess Andhra
1264,3227,124,2023-08-15,1504.03,New Foods Chinese
1265,3658,122,2023-07-03,1415.45,The Feast Factory
1266,1733,124,2023-01-09,1617.15,Spice Kitchen Punjabi
1267,2416,150,2023-02-16,1076.59,Taste of Biryani Non-Veg
1268,4639,219,2023-05-16,1712.97,Tandoori Junction
1269,2900,280,2023-08-14,797.78,Darbar Restaurant North Indian
1270,3081,236,2023-12-23,1205.97,Amma Biryani North Indian
1271,4536,286,2023-07-09,1797.68,Punjabi Zaika House
1272,4979,216,2023-02-12,1217.13,FoodHub Express
1273,2608,107,2023-12-14,877.68,Royal Masala Point
1274,1459,112,2023-01-27,1554.03,Darbar Kitchen Non-Veg
1275,2351,291,2023-05-11,1732.04,Darbar Delights South Indian
1276,3181,164,2023-12-03,1139.78,Annapurna Kitchen Family Restaurant
1277,2498,243,2023-01-25,233.88,FoodHub Express
1278,4980,288,2023-06-17,596.38,Swagath Cafe Multicuisine
1279,2906,168,2023-08-09,393.84,Darbar Mess Pure Veg
1280,1294,201,2023-08-10,793.86,Biryani Brothers
1281,1158,155,2023-12-21,824.95,Sri Tiffins Andhra
1282,2140,196,2023-01-24,1631.32,FoodHub Express
1283,1962,273,2023-08-14,659.9,Darbar Mess Pure Veg
1284,2462,140,2023-09-09,1762.99,Spice Mess Punjabi
1285,1111,176,2023-02-02,567.02,Urban Biryani House
1286,4977,175,2023-05-15,672.51,Urban Biryani House
1287,2223,227,2023-12-19,1122.72,Spice Mess Punjabi
1288,4733,288,2023-03-23,1615.76,Royal Biryani North Indian
1289,3752,119,2023-11-04,652.51,Darbar Delights South Indian
1290,1775,128,2023-10-21,1241.32,Spice Mess Punjabi
1291,3284,246,2023-12-26,1074.6,Flavour Street Kitchen
1292,4177,141,2023-08-01,989.29,Darbar Delights South Indian
1293,4302,119,2023-12-24,366.89,Taste of Biryani Non-Veg
1294,3902,188,2023-12-22,1144.92,Urban Biryani House
1295,1474,101,2023-08-20,782.43,Tandoori Junction
1296,1652,188,2023-04-26,254.41,Flavour Street Kitchen
1297,3008,275,2023-08-19,1089.06,Ruchi Foods South Indian
1298,1069,274,2023-09-22,254.97,Taste of Biryani Non-Veg
1299,3429,211,2023-10-14,112.14,Taste of Biryani Non-Veg
1300,4394,161,2023-12-03,901.91,Tandoori Junction
1301,3273,235,2023-04-27,169.47,Royal Eatery South Indian
1302,4457,231,2023-12-06,119.35,FoodHub Express
1303,1283,139,2023-09-02,1308.79,Ruchi Foods South Indian
1304,2097,179,2023-08-20,326.34,Curry Kings Restaurant
1305,4339,130,2023-05-11,1047.32,Royal Masala Point
1306,2599,230,2023-08-21,1614.62,Darbar Restaurant North Indian
1307,4307,280,2023-05-07,1411.8,Tandoori Junction
1308,2659,276,2023-02-09,389.17,Amma Tiffins South Indian
1309,3141,198,2023-12-06,1777.8,Masala Trail Multicuisine
1310,1484,163,2023-04-22,1610.03,New Foods Chinese
1311,1652,244,2023-01-25,981.21,Bombay Spice Villa
1312,4868,213,2023-03-04,626.56,Urban Biryani House
1313,2737,132,2023-05-18,836.95,Bombay Spice Villa
1314,3335,169,2023-08-09,812.19,Amma Biryani North Indian
1315,1871,282,2023-08-19,1107.19,The Feast Factory
1316,1490,152,2023-07-07,1761.64,FoodHub Express
1317,3751,103,2023-04-14,462.73,Royal Tiffins Multicuisine
1318,4085,140,2023-12-12,720.83,Ruchi Foods Chinese
1319,3638,150,2023-12-07,592.4,Grand Cafe Punjabi
1320,4357,203,2023-12-15,1779.75,Amma Kitchen Punjabi
1321,1008,167,2023-06-04,1087.43,Spice Mess Punjabi
1322,3172,179,2023-11-21,1015.45,Royal Masala Point
1323,2862,187,2023-03-02,1599.46,Flavour Street Kitchen
1324,3140,106,2023-12-19,1774.06,Chef’s Delight Kitchen
1325,2517,211,2023-03-11,537.17,Bombay Spice Villa
1326,3981,266,2023-08-27,445.26,Annapurna Kitchen Family Restaurant
1327,4859,229,2023-04-03,365.22,Swagath Cafe Multicuisine
1328,4754,211,2023-03-12,1072.82,Annapurna Kitchen Family Restaurant
1329,1365,219,2023-05-12,1248.92,Swagath Cafe Multicuisine
1330,3734,239,2023-12-13,853.49,The Feast Factory
1331,2683,127,2023-01-24,220.49,Grand Cafe Punjabi
1332,2104,291,2023-09-11,1175.78,Royal Eatery South Indian
1333,2182,158,2023-12-23,777.7,Darbar Delights South Indian
1334,3754,285,2023-10-26,523.94,Darbar Delights South Indian
1335,4897,281,2023-08-03,324.34,Swagath Cafe Multicuisine
1336,3805,148,2023-07-05,1296.64,Urban Biryani House
1337,2182,228,2023-12-05,549.26,Spice Mess Andhra
1338,4905,216,2023-12-22,495.73,Darbar Kitchen Non-Veg
1339,1762,171,2023-12-18,329.95,Chef’s Delight Kitchen
1340,1591,127,2023-10-09,1538.45,Udupi Curry House South Indian
